Date & Hour,"Total
Type A
Buildings lbs steam "," Total
Type B
Buildings lbs steam  "," Total 
Type C
Buildings lbs steam ", Steam Totals lbs steam ,Type A MWth,Type B MWth,Type C MWth,Steam Totals MWth,Outside Air Temp deg F,Outside Air Relative Humidity %,Outside Air Enthalpy BTU/lb
6/20/16 7:00,"13,228","9,569","19,977","42,774",3.99,2.89,6.03,12.91,59,89,24.25
6/20/16 8:00,"13,094","8,870","21,725","43,689",3.95,2.68,6.56,13.18,65,74,25.93
6/20/16 9:00,"10,682","11,676","20,128","42,487",3.22,3.52,6.07,12.82,73,61,28.77
6/20/16 10:00,"11,360","11,298","19,184","41,842",3.43,3.41,5.79,12.63,78,53,30.36
6/20/16 11:00,"9,427","11,770","18,323","39,520",2.85,3.55,5.53,11.93,80,46,30.02
6/20/16 12:00,"8,532","11,287","16,888","36,706",2.57,3.41,5.1,11.08,83,47,32.22
6/20/16 13:00,"8,762","8,333","16,631","33,725",2.64,2.51,5.02,10.18,84,46,32.63
6/20/16 14:00,"8,366","7,969","17,104","33,439",2.52,2.41,5.16,10.09,86,42,32.85
6/20/16 15:00,"7,599","7,796","14,931","30,326",2.29,2.35,4.51,9.15,87,42,33.53
6/20/16 16:00,"7,516","7,015","13,906","28,436",2.27,2.12,4.2,8.58,87,42,33.53
6/20/16 17:00,"6,889","8,121","15,778","30,789",2.08,2.45,4.76,9.29,88,44,34.86
6/20/16 18:00,"8,653","7,954","15,802","32,409",2.61,2.4,4.77,9.78,87,48,35.37
6/20/16 19:00,"7,821","6,386","14,226","28,432",2.36,1.93,4.29,8.58,85,51,34.76
6/20/16 20:00,"8,047","8,012","17,723","33,782",2.43,2.42,5.35,10.2,84,54,34.85
6/20/16 21:00,"7,977","6,158","15,286","29,421",2.41,1.86,4.61,8.88,82,58,34.4
6/20/16 22:00,"8,329","8,408","17,008","33,746",2.51,2.54,5.13,10.18,80,61,33.64
6/20/16 23:00,"8,711","6,912","17,693","33,315",2.63,2.09,5.34,10.05,80,65,34.61
6/21/16 0:00,"8,165","8,007","15,877","32,049",2.46,2.42,4.79,9.67,78,67,33.52
6/21/16 1:00,"7,620","6,392","12,766","26,779",2.3,1.93,3.85,8.08,79,51,30.56
6/21/16 2:00,"9,610","9,315","18,113","37,038",2.9,2.81,5.47,11.18,73,86,33.55
6/21/16 3:00,"9,805","7,492","14,882","32,179",2.96,2.26,4.49,9.71,69,77,28.96
6/21/16 4:00,"10,120","9,229","16,912","36,260",3.05,2.79,5.1,10.94,66,67,25.5
6/21/16 5:00,"10,754","9,285","18,207","38,246",3.25,2.8,5.49,11.54,65,73,25.78
6/21/16 6:00,"13,880","10,575","19,122","43,577",4.19,3.19,5.77,13.15,63,75,24.87
6/21/16 7:00,"12,611","10,425","20,497","43,534",3.81,3.15,6.19,13.14,61,63,22.23
6/21/16 8:00,"12,788","11,464","21,806","46,059",3.86,3.46,6.58,13.9,64,54,22.57
6/21/16 9:00,"12,899","12,971","20,122","45,992",3.89,3.91,6.07,13.88,66,46,22.42
6/21/16 10:00,"11,060","10,911","19,673","41,643",3.34,3.29,5.94,12.57,68,41,22.6
6/21/16 11:00,"12,676","9,379","17,755","39,811",3.83,2.83,5.36,12.01,70,36,22.71
6/21/16 12:00,"10,409","11,323","19,267","40,999",3.14,3.42,5.81,12.37,71,33,22.65
6/21/16 13:00,"10,957","10,580","18,606","40,143",3.31,3.19,5.62,12.11,73,37,24.28
6/21/16 14:00,"10,245","9,079","17,417","36,740",3.09,2.74,5.26,11.09,74,33,24
6/21/16 15:00,"9,036","9,634","16,643","35,313",2.73,2.91,5.02,10.66,76,36,25.55
6/21/16 16:00,"9,968","8,280","15,870","34,119",3.01,2.5,4.79,10.3,77,38,26.49
6/21/16 17:00,"8,796","9,346","16,481","34,623",2.65,2.82,4.97,10.45,76,34,25.14
6/21/16 18:00,"9,432","9,186","15,847","34,465",2.85,2.77,4.78,10.4,76,36,25.55
6/21/16 19:00,"8,469","8,179","17,289","33,938",2.56,2.47,5.22,10.24,75,41,26.06
6/21/16 20:00,"8,908","8,937","17,684","35,529",2.69,2.7,5.34,10.72,73,43,25.4
6/21/16 21:00,"9,299","8,214","15,695","33,207",2.81,2.48,4.74,10.02,69,60,26.16
6/21/16 22:00,"9,419","8,665","17,132","35,216",2.84,2.61,5.17,10.63,61,68,22.85
6/21/16 23:00,"12,186","11,341","18,023","41,550",3.68,3.42,5.44,12.54,58,76,22.19
6/22/16 0:00,"10,471","9,431","17,441","37,343",3.16,2.85,5.26,11.27,56,77,21.25
6/22/16 1:00,"11,926","12,942","17,748","42,616",3.6,3.91,5.36,12.86,55,79,20.94
6/22/16 2:00,"11,946","14,004","19,209","45,160",3.61,4.23,5.8,13.63,53,88,20.78
6/22/16 3:00,"12,151","11,406","17,122","40,679",3.67,3.44,5.17,12.28,53,87,20.68
6/22/16 4:00,"11,527","12,851","18,779","43,157",3.48,3.88,5.67,13.02,54,80,20.53
6/22/16 5:00,"14,714","17,752","22,276","54,742",4.44,5.36,6.72,16.52,53,89,20.87
6/22/16 6:00,"14,546","14,174","23,192","51,912",4.39,4.28,7,15.67,52,82,19.71
6/22/16 7:00,"15,285","12,905","22,026","50,216",4.61,3.89,6.65,15.15,56,77,21.25
6/22/16 8:00,"13,604","15,437","22,483","51,524",4.11,4.66,6.79,15.55,58,70,21.52
6/22/16 9:00,"13,662","11,567","20,969","46,198",4.12,3.49,6.33,13.94,63,65,23.54
6/22/16 10:00,"11,226","10,336","20,853","42,415",3.39,3.12,6.29,12.8,65,61,24.07
6/22/16 11:00,"11,517","9,323","19,105","39,945",3.48,2.81,5.77,12.05,68,56,24.95
6/22/16 12:00,"11,366","10,253","19,109","40,729",3.43,3.09,5.77,12.29,70,50,25.05
6/22/16 13:00,"11,073","9,325","19,679","40,076",3.34,2.81,5.94,12.09,71,44,24.55
6/22/16 14:00,"11,581","9,705","19,125","40,410",3.49,2.93,5.77,12.2,71,44,24.55
6/22/16 15:00,"10,397","9,649","19,962","40,008",3.14,2.91,6.02,12.07,72,42,24.7
6/22/16 16:00,"10,141","8,793","17,337","36,271",3.06,2.65,5.23,10.95,73,41,25.02
6/22/16 17:00,"9,450","9,795","18,133","37,377",2.85,2.96,5.47,11.28,74,39,25.15
6/22/16 18:00,"9,716","9,121","19,012","37,850",2.93,2.75,5.74,11.42,73,37,24.28
6/22/16 19:00,"8,825","8,545","16,252","33,623",2.66,2.58,4.9,10.15,72,39,24.16
6/22/16 20:00,"8,955","8,385","17,569","34,909",2.7,2.53,5.3,10.54,71,44,24.55
6/22/16 21:00,"9,782","8,318","17,127","35,227",2.95,2.51,5.17,10.63,67,51,23.65
6/22/16 22:00,"10,667","10,595","17,341","38,603",3.22,3.2,5.23,11.65,60,69,22.44
6/22/16 23:00,"11,932","11,506","20,467","43,905",3.6,3.47,6.18,13.25,55,77,20.74
6/23/16 0:00,"12,672","15,177","18,902","46,752",3.82,4.58,5.7,14.11,52,83,19.8
6/23/16 1:00,"13,692","14,342","20,353","48,387",4.13,4.33,6.14,14.6,51,82,19.22
6/23/16 2:00,"14,493","14,753","22,552","51,798",4.37,4.45,6.81,15.63,52,79,19.44
6/23/16 3:00,"12,957","13,131","17,731","43,818",3.91,3.96,5.35,13.22,52,72,18.8
6/23/16 4:00,"13,610","15,907","21,506","51,022",4.11,4.8,6.49,15.4,51,89,19.83
6/23/16 5:00,"15,534","19,422","24,092","59,048",4.69,5.86,7.27,17.82,48,91,18.5
6/23/16 6:00,"17,429","19,406","25,510","62,345",5.26,5.86,7.7,18.82,49,91,19
6/23/16 7:00,"16,761","20,177","25,778","62,716",5.06,6.09,7.78,18.93,49,90,18.92
6/23/16 8:00,"15,729","15,264","23,441","54,434",4.75,4.61,7.07,16.43,53,84,20.4
6/23/16 9:00,"13,612","12,497","22,379","48,488",4.11,3.77,6.75,14.63,58,71,21.63
6/23/16 10:00,"12,375","10,778","19,760","42,913",3.73,3.25,5.96,12.95,65,50,22.51
6/23/16 11:00,"11,805","9,966","20,102","41,873",3.56,3.01,6.07,12.64,69,49,24.36
6/23/16 12:00,"10,077","8,565","18,453","37,094",3.04,2.58,5.57,11.19,73,41,25.02
6/23/16 13:00,"11,015","9,295","19,041","39,351",3.32,2.81,5.75,11.88,74,45,26.31
6/23/16 14:00,"9,491","8,397","18,491","36,379",2.86,2.53,5.58,10.98,75,41,26.06
6/23/16 15:00,"10,267","8,560","17,728","36,556",3.1,2.58,5.35,11.03,77,41,27.13
6/23/16 16:00,"8,396","8,307","17,714","34,417",2.53,2.51,5.35,10.39,76,43,27
6/23/16 17:00,"9,512","8,453","16,793","34,758",2.87,2.55,5.07,10.49,77,44,27.77
6/23/16 18:00,"9,326","9,579","19,407","38,312",2.81,2.89,5.86,11.56,76,47,27.83
6/23/16 19:00,"8,243","7,648","17,467","33,357",2.49,2.31,5.27,10.07,73,46,25.95
6/23/16 20:00,"10,500","9,410","17,645","37,555",3.17,2.84,5.33,11.33,71,52,25.94
6/23/16 21:00,"9,475","8,497","19,061","37,033",2.86,2.56,5.75,11.18,67,48,23.2
6/23/16 22:00,"11,768","12,325","15,913","40,006",3.55,3.72,4.8,12.07,60,70,22.56
6/23/16 23:00,"12,213","18,325","21,893","52,431",3.69,5.53,6.61,15.82,54,79,20.43
6/24/16 0:00,"14,659","19,472","20,601","54,731",4.42,5.88,6.22,16.52,51,87,19.66
6/24/16 1:00,"15,161","21,570","26,086","62,818",4.58,6.51,7.87,18.96,47,91,18.02
6/24/16 2:00,"15,904","20,494","23,965","60,363",4.8,6.18,7.23,18.22,44,94,16.83
6/24/16 3:00,"17,116","23,200","24,662","64,978",5.17,7,7.44,19.61,43,95,16.43
6/24/16 4:00,"18,127","26,572","30,007","74,705",5.47,8.02,9.06,22.55,42,96,16.04
6/24/16 5:00,"21,021","25,989","30,789","77,800",6.34,7.84,9.29,23.48,41,96,15.6
6/24/16 6:00,"21,734","25,694","31,326","78,754",6.56,7.75,9.45,23.77,41,97,15.66
6/24/16 7:00,"19,071","23,671","30,913","73,655",5.76,7.14,9.33,22.23,44,94,16.83
6/24/16 8:00,"17,182","18,620","23,482","59,284",5.19,5.62,7.09,17.89,50,81,18.65
6/24/16 9:00,"13,410","15,441","22,456","51,307",4.05,4.66,6.78,15.48,57,68,20.8
6/24/16 10:00,"12,872","11,593","19,997","44,461",3.88,3.5,6.03,13.42,65,58,23.64
6/24/16 11:00,"10,512","10,192","20,627","41,332",3.17,3.08,6.23,12.47,71,42,24.2
6/24/16 12:00,"10,252","8,281","18,358","36,891",3.09,2.5,5.54,11.13,76,38,25.97
6/24/16 13:00,"8,747","9,555","17,537","35,838",2.64,2.88,5.29,10.82,78,36,26.57
6/24/16 14:00,"7,610","8,038","16,399","32,047",2.3,2.43,4.95,9.67,79,34,26.64
6/24/16 15:00,"6,994","9,033","15,585","31,613",2.11,2.73,4.7,9.54,80,29,25.97
6/24/16 16:00,"6,387","7,279","14,887","28,553",1.93,2.2,4.49,8.62,81,29,26.46
6/24/16 17:00,"6,315","7,542","14,591","28,449",1.91,2.28,4.4,8.59,82,32,27.71
6/24/16 18:00,"5,983","7,312","13,452","26,747",1.81,2.21,4.06,8.07,82,29,26.95
6/24/16 19:00,"6,839","6,249","15,818","28,906",2.06,1.89,4.77,8.72,81,34,27.69
6/24/16 20:00,"7,059","7,600","15,303","29,961",2.13,2.29,4.62,9.04,79,37,27.33
6/24/16 21:00,"7,728","8,056","15,897","31,681",2.33,2.43,4.8,9.56,75,44,26.66
6/24/16 22:00,"8,830","8,131","17,294","34,255",2.66,2.45,5.22,10.34,70,57,26.24
6/24/16 23:00,"10,241","9,151","19,774","39,166",3.09,2.76,5.97,11.82,64,71,24.91
6/25/16 0:00,"10,246","10,503","15,550","36,299",3.09,3.17,4.69,10.95,59,79,23.08
6/25/16 1:00,"11,086","11,182","16,413","38,681",3.35,3.37,4.95,11.67,55,86,21.65
6/25/16 2:00,"11,490","15,680","20,815","47,985",3.47,4.73,6.28,14.48,53,88,20.78
6/25/16 3:00,"12,486","16,033","17,882","46,401",3.77,4.84,5.4,14,52,90,20.44
6/25/16 4:00,"13,170","17,709","20,419","51,298",3.97,5.34,6.16,15.48,50,92,19.59
6/25/16 5:00,"14,794","17,479","22,651","54,923",4.46,5.27,6.84,16.58,50,93,19.67
6/25/16 6:00,"15,003","16,574","23,319","54,895",4.53,5,7.04,16.57,51,94,20.28
6/25/16 7:00,"13,941","13,939","21,628","49,508",4.21,4.21,6.53,14.94,53,90,20.97
6/25/16 8:00,"11,316","12,539","21,303","45,158",3.42,3.78,6.43,13.63,58,82,22.87
6/25/16 9:00,"9,714","10,862","18,839","39,415",2.93,3.28,5.69,11.89,65,73,25.78
6/25/16 10:00,"9,933","8,827","18,943","37,703",3,2.66,5.72,11.38,73,60,28.59
6/25/16 11:00,"8,581","7,647","17,758","33,986",2.59,2.31,5.36,10.26,77,53,29.72
6/25/16 12:00,"8,771","7,409","16,590","32,770",2.65,2.24,5.01,9.89,80,45,29.78
6/25/16 13:00,"7,917","7,171","15,409","30,497",2.39,2.16,4.65,9.2,81,38,28.67
6/25/16 14:00,"6,625","7,175","15,405","29,205",2,2.17,4.65,8.81,82,43,30.53
6/25/16 15:00,"7,087","8,055","15,461","30,603",2.14,2.43,4.67,9.24,83,40,30.36
6/25/16 16:00,"6,605","8,769","14,787","30,162",1.99,2.65,4.46,9.1,85,33,29.62
6/25/16 17:00,"5,715","7,214","13,704","26,633",1.72,2.18,4.14,8.04,86,35,30.78
6/25/16 18:00,"5,479","7,024","14,515","27,017",1.65,2.12,4.38,8.15,86,37,31.37
6/25/16 19:00,"6,226","7,389","14,834","28,450",1.88,2.23,4.48,8.59,84,41,31.25
6/25/16 20:00,"7,610","6,209","15,243","29,062",2.3,1.87,4.6,8.77,82,46,31.3
6/25/16 21:00,"7,833","9,421","17,908","35,161",2.36,2.84,5.4,10.61,78,58,31.49
6/25/16 22:00,"8,318","8,668","17,080","34,065",2.51,2.62,5.15,10.28,73,63,29.15
6/25/16 23:00,"9,758","12,148","17,003","38,909",2.94,3.67,5.13,11.74,70,69,28.28
6/26/16 0:00,"8,438","9,877","16,923","35,238",2.55,2.98,5.11,10.63,69,69,27.64
6/26/16 1:00,"9,236","9,198","16,507","34,941",2.79,2.78,4.98,10.54,68,74,27.81
6/26/16 2:00,"8,792","8,700","14,515","32,007",2.65,2.63,4.38,9.66,65,76,26.21
6/26/16 3:00,"9,867","9,777","18,425","38,069",2.98,2.95,5.56,11.49,65,80,26.79
6/26/16 4:00,"8,909","9,022","17,112","35,043",2.69,2.72,5.16,10.58,64,82,26.44
6/26/16 5:00,"10,656","9,055","17,515","37,227",3.22,2.73,5.29,11.23,64,83,26.58
6/26/16 6:00,"10,725","8,984","18,458","38,168",3.24,2.71,5.57,11.52,64,82,26.44
6/26/16 7:00,"10,432","11,580","21,084","43,096",3.15,3.49,6.36,13.01,65,81,26.94
6/26/16 8:00,"10,019","9,598","18,466","38,083",3.02,2.9,5.57,11.49,69,72,28.13
6/26/16 9:00,"9,220","10,081","18,308","37,609",2.78,3.04,5.53,11.35,73,65,29.53
6/26/16 10:00,"9,284","8,789","19,075","37,148",2.8,2.65,5.76,11.21,77,54,29.93
6/26/16 11:00,"8,531","7,941","15,081","31,553",2.57,2.4,4.55,9.52,81,50,31.65
6/26/16 12:00,"6,666","7,706","15,995","30,367",2.01,2.33,4.83,9.16,83,44,31.42
6/26/16 13:00,"7,185","7,358","14,799","29,341",2.17,2.22,4.47,8.85,85,41,31.9
6/26/16 14:00,"7,161","7,407","12,845","27,412",2.16,2.24,3.88,8.27,86,40,32.26
6/26/16 15:00,"7,065","8,255","13,220","28,540",2.13,2.49,3.99,8.61,87,36,31.7
6/26/16 16:00,"6,722","7,618","14,291","28,631",2.03,2.3,4.31,8.64,87,34,31.09
6/26/16 17:00,"5,641","7,115","13,825","26,580",1.7,2.15,4.17,8.02,87,39,32.61
6/26/16 18:00,"6,967","6,221","15,890","29,078",2.1,1.88,4.8,8.78,86,41,32.55
6/26/16 19:00,"6,818","8,713","15,254","30,785",2.06,2.63,4.6,9.29,85,43,32.47
6/26/16 20:00,"7,468","6,997","16,495","30,960",2.25,2.11,4.98,9.34,82,46,31.3
6/26/16 21:00,"9,002","10,059","16,433","35,495",2.72,3.04,4.96,10.71,78,54,30.59
6/26/16 22:00,"8,635","11,313","17,858","37,806",2.61,3.41,5.39,11.41,75,58,29.48
6/26/16 23:00,"9,504","9,266","16,735","35,505",2.87,2.8,5.05,10.71,74,60,29.23
6/27/16 0:00,"8,336","9,140","15,457","32,933",2.52,2.76,4.66,9.94,72,62,28.32
6/27/16 1:00,"9,370","9,647","17,221","36,238",2.83,2.91,5.2,10.94,71,64,28.05
6/27/16 2:00,"9,632","7,910","15,445","32,987",2.91,2.39,4.66,9.96,71,64,28.05
6/27/16 3:00,"8,985","8,422","13,762","31,168",2.71,2.54,4.15,9.41,71,64,28.05
6/27/16 4:00,"10,228","9,299","19,394","38,921",3.09,2.81,5.85,11.75,70,63,27.26
6/27/16 5:00,"10,066","9,640","18,019","37,725",3.04,2.91,5.44,11.38,69,64,26.81
6/27/16 6:00,"13,073","9,160","19,133","41,367",3.95,2.76,5.77,12.48,69,64,26.81
6/27/16 7:00,"12,047","13,083","21,159","46,289",3.64,3.95,6.39,13.97,68,64,26.22
6/27/16 8:00,"12,543","11,107","21,501","45,152",3.79,3.35,6.49,13.63,69,63,26.65
6/27/16 9:00,"12,531","12,598","20,323","45,452",3.78,3.8,6.13,13.72,70,64,27.43
6/27/16 10:00,"11,831","11,905","21,764","45,499",3.57,3.59,6.57,13.73,68,88,30.06
6/27/16 11:00,"13,427","10,232","20,032","43,691",4.05,3.09,6.05,13.19,67,89,29.5
6/27/16 12:00,"11,642","10,717","19,649","42,008",3.51,3.23,5.93,12.68,69,83,29.96
6/27/16 13:00,"12,029","10,593","19,133","41,755",3.63,3.2,5.77,12.6,71,84,31.61
6/27/16 14:00,"11,226","9,922","17,948","39,095",3.39,2.99,5.42,11.8,75,76,33.15
6/27/16 15:00,"9,417","9,072","19,633","38,122",2.84,2.74,5.93,11.5,79,67,34.3
6/27/16 16:00,"10,635","8,686","16,277","35,598",3.21,2.62,4.91,10.74,81,64,35.15
6/27/16 17:00,"9,420","7,179","17,226","33,825",2.84,2.17,5.2,10.21,83,62,36.25
6/27/16 18:00,"7,966","8,802","16,319","33,086",2.4,2.66,4.92,9.98,82,65,36.22
6/27/16 19:00,"9,983","7,710","17,994","35,687",3.01,2.33,5.43,10.77,81,65,35.41
6/27/16 20:00,"8,393","8,913","16,010","33,316",2.53,2.69,4.83,10.05,79,72,35.48
6/27/16 21:00,"9,405","9,696","17,181","36,282",2.84,2.93,5.19,10.95,77,76,34.74
6/27/16 22:00,"8,727","10,236","17,049","36,013",2.63,3.09,5.15,10.87,74,81,33.37
6/27/16 23:00,"9,445","9,218","16,722","35,386",2.85,2.78,5.05,10.68,72,86,32.75
6/28/16 0:00,"8,846","10,716","16,069","35,631",2.67,3.23,4.85,10.75,71,88,32.33
6/28/16 1:00,"8,287","8,570","15,901","32,758",2.5,2.59,4.8,9.89,70,89,31.73
6/28/16 2:00,"10,644","9,938","16,325","36,906",3.21,3,4.93,11.14,69,92,31.47
6/28/16 3:00,"8,534","8,491","14,543","31,569",2.58,2.56,4.39,9.53,68,95,31.2
6/28/16 4:00,"10,370","9,646","17,905","37,922",3.13,2.91,5.4,11.44,67,96,30.59
6/28/16 5:00,"11,216","8,781","17,151","37,148",3.38,2.65,5.18,11.21,67,96,30.59
6/28/16 6:00,"11,533","9,759","19,310","40,602",3.48,2.95,5.83,12.25,68,95,31.2
6/28/16 7:00,"12,591","11,367","21,681","45,639",3.8,3.43,6.54,13.77,69,94,31.81
6/28/16 8:00,"12,033","11,133","20,416","43,582",3.63,3.36,6.16,13.15,71,89,32.51
6/28/16 9:00,"11,566","10,853","20,466","42,885",3.49,3.28,6.18,12.94,73,81,32.59
6/28/16 10:00,"11,954","10,988","20,921","43,863",3.61,3.32,6.31,13.24,74,72,31.59
6/28/16 11:00,"10,384","10,284","18,107","38,775",3.13,3.1,5.46,11.7,77,68,32.99
6/28/16 12:00,"11,496","8,115","18,477","38,087",3.47,2.45,5.58,11.49,79,62,33.13
6/28/16 13:00,"9,731","10,082","21,081","40,894",2.94,3.04,6.36,12.34,80,57,32.67
6/28/16 14:00,"10,062","8,038","18,674","36,773",3.04,2.43,5.64,11.1,80,58,32.91
6/28/16 15:00,"9,913","9,147","17,783","36,843",2.99,2.76,5.37,11.12,80,55,32.18
6/28/16 16:00,"8,837","8,960","19,499","37,297",2.67,2.7,5.88,11.26,79,52,30.79
6/28/16 17:00,"10,676","9,021","18,430","38,127",3.22,2.72,5.56,11.51,77,62,31.67
6/28/16 18:00,"9,544","9,253","19,318","38,115",2.88,2.79,5.83,11.5,75,59,29.68
6/28/16 19:00,"9,397","10,170","17,971","37,538",2.84,3.07,5.42,11.33,74,56,28.44
6/28/16 20:00,"9,360","9,577","17,574","36,511",2.82,2.89,5.3,11.02,72,62,28.32
6/28/16 21:00,"9,400","9,124","17,546","36,071",2.84,2.75,5.3,10.89,70,67,27.94
6/28/16 22:00,"10,274","9,755","17,648","37,676",3.1,2.94,5.33,11.37,69,74,28.46
6/28/16 23:00,"9,671","10,587","20,492","40,750",2.92,3.19,6.18,12.3,66,83,27.89
6/29/16 0:00,"9,915","11,346","16,482","37,743",2.99,3.42,4.97,11.39,65,82,27.08
6/29/16 1:00,"10,336","12,328","17,047","39,711",3.12,3.72,5.14,11.98,62,90,26.24
6/29/16 2:00,"10,851","10,172","18,382","39,406",3.27,3.07,5.55,11.89,59,93,24.72
6/29/16 3:00,"12,080","12,080","17,904","42,064",3.65,3.65,5.4,12.69,58,94,24.23
6/29/16 4:00,"11,832","11,407","18,069","41,308",3.57,3.44,5.45,12.47,56,96,23.25
6/29/16 5:00,"12,065","12,779","20,021","44,865",3.64,3.86,6.04,13.54,57,96,23.85
6/29/16 6:00,"15,226","13,393","20,459","49,078",4.6,4.04,6.17,14.81,56,96,23.25
6/29/16 7:00,"14,112","13,662","23,159","50,933",4.26,4.12,6.99,15.37,57,97,23.96
6/29/16 8:00,"15,159","14,902","22,456","52,518",4.57,4.5,6.78,15.85,60,88,24.74
6/29/16 9:00,"13,921","14,487","21,194","49,602",4.2,4.37,6.4,14.97,63,85,26.22
6/29/16 10:00,"13,035","11,924","21,575","46,534",3.93,3.6,6.51,14.04,63,79,25.41
6/29/16 11:00,"12,956","10,687","20,524","44,166",3.91,3.23,6.19,13.33,64,82,26.44
6/29/16 12:00,"11,519","10,607","19,567","41,693",3.48,3.2,5.91,12.58,67,68,26.24
6/29/16 13:00,"11,974","11,132","18,642","41,747",3.61,3.36,5.63,12.6,71,63,27.87
6/29/16 14:00,"10,281","10,161","19,303","39,744",3.1,3.07,5.83,11.99,71,59,27.17
6/29/16 15:00,"11,145","11,241","18,217","40,603",3.36,3.39,5.5,12.25,71,60,27.35
6/29/16 16:00,"10,520","9,656","20,092","40,268",3.17,2.91,6.06,12.15,72,60,27.96
6/29/16 17:00,"9,738","10,967","16,418","37,123",2.94,3.31,4.95,11.2,73,56,27.83
6/29/16 18:00,"10,109","8,883","17,684","36,676",3.05,2.68,5.34,11.07,74,55,28.25
6/29/16 19:00,"9,002","8,289","17,970","35,260",2.72,2.5,5.42,10.64,73,58,28.21
6/29/16 20:00,"9,225","10,787","17,818","37,830",2.78,3.26,5.38,11.42,71,58,26.99
6/29/16 21:00,"9,091","9,947","16,006","35,043",2.74,3,4.83,10.58,70,60,26.75
6/29/16 22:00,"9,223","11,406","18,001","38,630",2.78,3.44,5.43,11.66,68,63,26.06
6/29/16 23:00,"11,850","11,067","19,606","42,524",3.58,3.34,5.92,12.83,62,81,25.07
6/30/16 0:00,"11,104","14,724","16,874","42,702",3.35,4.44,5.09,12.89,57,88,22.97
6/30/16 1:00,"11,692","16,817","18,052","46,561",3.53,5.08,5.45,14.05,55,91,22.16
6/30/16 2:00,"13,443","16,460","22,349","52,252",4.06,4.97,6.74,15.77,53,92,21.16
6/30/16 3:00,"15,461","18,305","19,336","53,102",4.67,5.52,5.84,16.03,52,95,20.9
6/30/16 4:00,"14,164","20,877","23,452","58,493",4.27,6.3,7.08,17.65,51,96,20.45
6/30/16 5:00,"16,933","19,778","22,969","59,679",5.11,5.97,6.93,18.01,50,96,19.93
6/30/16 6:00,"19,543","21,019","27,656","68,218",5.9,6.34,8.35,20.59,49,97,19.49
6/30/16 7:00,"16,150","19,718","25,090","60,957",4.87,5.95,7.57,18.4,51,95,20.37
6/30/16 8:00,"14,156","16,223","21,427","51,806",4.27,4.9,6.47,15.63,55,89,21.96
6/30/16 9:00,"12,812","14,415","20,246","47,473",3.87,4.35,6.11,14.33,62,68,23.39
6/30/16 10:00,"12,186","10,450","18,645","41,281",3.68,3.15,5.63,12.46,68,57,25.11
6/30/16 11:00,"10,746","11,291","20,080","42,117",3.24,3.41,6.06,12.71,72,46,25.42
6/30/16 12:00,"9,783","9,842","18,491","38,116",2.95,2.97,5.58,11.5,74,45,26.31
6/30/16 13:00,"9,121","10,077","18,685","37,883",2.75,3.04,5.64,11.43,76,40,26.38
6/30/16 14:00,"9,712","8,790","16,863","35,364",2.93,2.65,5.09,10.67,77,39,26.7
6/30/16 15:00,"8,751","7,565","15,920","32,236",2.64,2.28,4.8,9.73,79,34,26.64
6/30/16 16:00,"7,394","9,516","15,421","32,331",2.23,2.87,4.65,9.76,80,31,26.45
6/30/16 17:00,"8,401","6,713","14,678","29,792",2.54,2.03,4.43,8.99,80,36,27.63
6/30/16 18:00,"8,027","7,651","14,954","30,632",2.42,2.31,4.51,9.24,80,34,27.16
6/30/16 19:00,"7,926","8,493","16,295","32,714",2.39,2.56,4.92,9.87,79,37,27.33
6/30/16 20:00,"8,825","7,953","16,830","33,609",2.66,2.4,5.08,10.14,78,37,26.8
6/30/16 21:00,"7,695","10,246","16,612","34,553",2.32,3.09,5.01,10.43,75,45,26.86
6/30/16 22:00,"10,410","10,096","17,724","38,230",3.14,3.05,5.35,11.54,69,61,26.32
6/30/16 23:00,"9,360","10,335","17,889","37,584",2.82,3.12,5.4,11.34,65,65,24.64
2007/1/16 00:00,"10,213","13,021","17,588","40,822",3.08,3.93,5.31,12.32,61,73,23.47
2007/1/16 01:00,"12,207","11,577","17,729","41,513",3.68,3.49,5.35,12.53,58,77,22.31
2007/1/16 02:00,"10,634","12,009","16,252","38,895",3.21,3.62,4.9,11.74,55,87,21.75
2007/1/16 03:00,"13,092","16,400","19,295","48,786",3.95,4.95,5.82,14.72,54,91,21.61
2007/1/16 04:00,"12,497","13,050","18,738","44,286",3.77,3.94,5.66,13.36,53,93,21.25
2007/1/16 05:00,"14,103","14,000","20,674","48,777",4.26,4.23,6.24,14.72,53,93,21.25
2007/1/16 06:00,"14,434","14,540","22,003","50,977",4.36,4.39,6.64,15.38,53,94,21.35
2007/1/16 07:00,"15,039","14,185","21,543","50,767",4.54,4.28,6.5,15.32,54,92,21.7
2007/1/16 08:00,"13,706","15,017","22,228","50,951",4.14,4.53,6.71,15.38,63,70,24.2
2007/1/16 09:00,"13,072","11,369","20,063","44,503",3.94,3.43,6.05,13.43,68,63,26.06
2007/1/16 10:00,"10,208","10,345","20,269","40,822",3.08,3.12,6.12,12.32,72,63,28.51
2007/1/16 11:00,"12,365","11,495","20,712","44,572",3.73,3.47,6.25,13.45,72,70,29.79
2007/1/16 12:00,"12,098","10,206","21,054","43,358",3.65,3.08,6.35,13.08,72,74,30.53
2007/1/16 13:00,"10,958","10,329","19,560","40,847",3.31,3.12,5.9,12.33,74,79,32.97
