Date & Hour,"Total
Type A
Buildings lbs steam "," Total
Type B
Buildings lbs steam  "," Total 
Type C
Buildings lbs steam ", Steam Totals lbs steam ,Type A MWth,Type B MWth,Type C MWth,Steam Totals MWth,Outside Air Temp deg F,Outside Air Relative Humidity %,Outside Air Enthalpy BTU/lb
2001/12/17 03:00,"26,512","32,366","45,127","104,005",8,9.77,13.62,31.39,43,92,16.2
2001/12/17 04:00,"24,396","32,562","45,358","102,316",7.36,9.83,13.69,30.88,44,92,16.7
2001/12/17 05:00,"26,736","34,160","47,808","108,704",8.07,10.31,14.43,32.81,45,91,17.1
2001/12/17 06:00,"29,632","35,227","50,199","115,057",8.94,10.63,15.15,34.72,46,89,17.4
2001/12/17 07:00,"28,356","36,233","52,257","116,847",8.56,10.93,15.77,35.26,47,91,18
2001/12/17 08:00,"28,204","34,835","48,066","111,104",8.51,10.51,14.51,33.53,47,93,18.2
2001/12/17 09:00,"27,111","34,762","48,097","109,970",8.18,10.49,14.52,33.19,47,94,18.3
2001/12/17 10:00,"27,361","34,564","47,367","109,292",8.26,10.43,14.29,32.98,47,93,18.2
2001/12/17 11:00,"25,754","32,420","42,722","100,896",7.77,9.78,12.89,30.45,48,95,18.8
2001/12/17 12:00,"24,978","32,208","44,643","101,829",7.54,9.72,13.47,30.73,49,95,19.3
2001/12/17 13:00,"24,683","30,316","42,825","97,824",7.45,9.15,12.92,29.52,50,95,19.8
2001/12/17 14:00,"24,202","31,961","43,792","99,954",7.3,9.65,13.22,30.17,51,96,20.5
2001/12/17 15:00,"24,838","32,337","45,249","102,424",7.5,9.76,13.66,30.91,49,97,19.5
2001/12/17 16:00,"24,588","31,953","43,669","100,210",7.42,9.64,13.18,30.24,49,96,19.4
2001/12/17 17:00,"23,102","31,881","42,393","97,377",6.97,9.62,12.79,29.39,50,97,20
2001/12/17 18:00,"22,095","29,775","42,005","93,875",6.67,8.99,12.68,28.33,50,97,20
2001/12/17 19:00,"22,545","30,415","42,972","95,932",6.8,9.18,12.97,28.95,49,96,19.4
2001/12/17 20:00,"24,440","31,094","46,885","102,419",7.38,9.38,14.15,30.91,47,94,18.3
2001/12/17 21:00,"25,974","36,602","52,732","115,307",7.84,11.05,15.91,34.8,45,96,17.4
2001/12/17 22:00,"26,216","35,371","51,739","113,326",7.91,10.67,15.61,34.2,41,96,15.6
2001/12/17 23:00,"27,147","36,226","49,367","112,739",8.19,10.93,14.9,34.02,40,93,15
1/13/17 0:00,"27,734","35,244","49,299","112,278",8.37,10.64,14.88,33.88,39,87,14.2
1/13/17 1:00,"29,602","37,197","52,894","119,694",8.93,11.23,15.96,36.12,38,88,13.8
1/13/17 2:00,"30,874","38,697","53,671","123,242",9.32,11.68,16.2,37.19,36,87,13
1/13/17 3:00,"32,295","38,522","55,122","125,939",9.75,11.63,16.64,38.01,35,89,12.7
1/13/17 4:00,"34,004","42,527","61,278","137,809",10.26,12.83,18.49,41.59,34,89,12.3
1/13/17 5:00,"37,890","43,928","64,235","146,054",11.43,13.26,19.39,44.08,33,80,11.5
1/13/17 6:00,"41,444","49,106","71,824","162,374",12.51,14.82,21.68,49,32,76,11
1/13/17 7:00,"44,424","53,970","78,380","176,774",13.41,16.29,23.65,53.35,30,76,10.3
1/13/17 8:00,"46,306","57,344","81,195","184,845",13.97,17.31,24.5,55.78,29,75,9.9
1/13/17 9:00,"45,980","55,471","79,527","180,978",13.88,16.74,24,54.62,28,68,9.3
1/13/17 10:00,"45,586","52,936","77,728","176,249",13.76,15.98,23.46,53.19,28,76,9.6
1/13/17 11:00,"45,995","52,221","79,424","177,640",13.88,15.76,23.97,53.61,27,64,8.8
1/13/17 12:00,"43,877","49,017","77,593","170,488",13.24,14.79,23.42,51.45,27,61,8.7
1/13/17 13:00,"43,338","50,835","77,748","171,921",13.08,15.34,23.46,51.88,27,60,8.6
1/13/17 14:00,"43,608","50,526","75,725","169,859",13.16,15.25,22.85,51.26,28,65,9.1
1/13/17 15:00,"43,034","48,956","76,207","168,198",12.99,14.77,23,50.76,28,56,8.8
1/13/17 16:00,"44,397","53,466","77,291","175,154",13.4,16.14,23.33,52.86,27,60,8.6
1/13/17 17:00,"46,665","54,427","81,559","182,651",14.08,16.43,24.61,55.12,26,60,8.3
1/13/17 18:00,"45,208","55,455","84,037","184,700",13.64,16.74,25.36,55.74,26,65,8.5
1/13/17 19:00,"43,980","55,083","82,752","181,815",13.27,16.62,24.97,54.87,24,64,7.8
1/13/17 20:00,"42,879","52,922","81,208","177,009",12.94,15.97,24.51,53.42,24,64,7.8
1/13/17 21:00,"42,189","53,001","77,179","172,369",12.73,16,23.29,52.02,24,67,7.9
1/13/17 22:00,"42,557","52,233","80,345","175,135",12.84,15.76,24.25,52.85,23,76,7.9
1/13/17 23:00,"43,577","53,531","76,874","173,982",13.15,16.16,23.2,52.51,23,80,8
1/14/17 0:00,"42,874","53,715","77,477","174,066",12.94,16.21,23.38,52.53,22,76,7.6
1/14/17 1:00,"43,964","51,932","77,297","173,193",13.27,15.67,23.33,52.27,21,73,7.2
1/14/17 2:00,"43,724","50,564","78,824","173,111",13.2,15.26,23.79,52.24,21,71,7.1
1/14/17 3:00,"46,082","50,677","79,101","175,860",13.91,15.29,23.87,53.07,21,69,7
1/14/17 4:00,"47,033","54,080","82,884","183,997",14.19,16.32,25.01,55.53,20,77,7
1/14/17 5:00,"48,915","54,486","84,038","187,440",14.76,16.44,25.36,56.57,19,79,6.7
1/14/17 6:00,"49,696","57,350","89,288","196,334",15,17.31,26.95,59.25,19,79,6.7
1/14/17 7:00,"49,498","58,357","92,401","200,256",14.94,17.61,27.89,60.44,19,85,6.9
1/14/17 8:00,"49,420","60,156","89,128","198,704",14.91,18.15,26.9,59.97,19,84,6.9
1/14/17 9:00,"47,666","58,607","89,919","196,192",14.39,17.69,27.14,59.21,20,78,7
1/14/17 10:00,"45,823","56,731","85,583","188,137",13.83,17.12,25.83,56.78,22,74,7.5
1/14/17 11:00,"45,943","55,180","85,469","186,591",13.87,16.65,25.79,56.31,23,75,7.9
1/14/17 12:00,"44,728","53,152","81,361","179,242",13.5,16.04,24.55,54.09,24,72,8.1
1/14/17 13:00,"43,853","52,209","82,747","178,809",13.23,15.76,24.97,53.96,25,70,8.4
1/14/17 14:00,"43,086","53,661","81,631","178,377",13,16.19,24.64,53.83,26,66,8.5
1/14/17 15:00,"42,568","52,209","79,367","174,144",12.85,15.76,23.95,52.55,27,68,8.9
1/14/17 16:00,"42,237","53,458","77,612","173,308",12.75,16.13,23.42,52.3,27,68,8.9
1/14/17 17:00,"41,714","50,853","79,745","172,312",12.59,15.35,24.07,52,27,71,9
1/14/17 18:00,"40,895","50,555","76,298","167,748",12.34,15.26,23.03,50.62,27,70,9
1/14/17 19:00,"39,861","50,278","76,400","166,538",12.03,15.17,23.06,50.26,27,74,9.2
1/14/17 20:00,"38,970","51,051","72,397","162,417",11.76,15.41,21.85,49.02,28,79,9.7
1/14/17 21:00,"39,157","49,004","74,049","162,209",11.82,14.79,22.35,48.95,27,82,9.5
1/14/17 22:00,"41,315","50,485","76,233","168,033",12.47,15.24,23.01,50.71,26,87,9.3
1/14/17 23:00,"42,110","53,615","75,802","171,526",12.71,16.18,22.88,51.76,23,90,8.4
1/15/17 0:00,"43,494","52,384","74,961","170,839",13.13,15.81,22.62,51.56,21,91,7.7
1/15/17 1:00,"44,702","52,854","80,860","178,416",13.49,15.95,24.4,53.84,19,92,7.1
1/15/17 2:00,"45,783","52,354","81,150","179,287",13.82,15.8,24.49,54.11,18,93,6.8
1/15/17 3:00,"45,468","51,212","78,157","174,837",13.72,15.46,23.59,52.76,17,91,6.4
1/15/17 4:00,"44,909","52,201","80,234","177,344",13.55,15.75,24.21,53.52,21,83,7.5
1/15/17 5:00,"46,474","52,586","82,357","181,418",14.03,15.87,24.85,54.75,22,85,7.9
1/15/17 6:00,"45,162","55,113","80,694","180,969",13.63,16.63,24.35,54.61,23,83,8.1
1/15/17 7:00,"43,714","54,354","82,104","180,172",13.19,16.4,24.78,54.37,24,81,8.4
1/15/17 8:00,"43,270","55,329","84,698","183,298",13.06,16.7,25.56,55.32,25,82,8.8
1/15/17 9:00,"42,584","55,738","79,949","178,272",12.85,16.82,24.13,53.8,26,82,9.1
1/15/17 10:00,"42,799","55,961","79,574","178,335",12.92,16.89,24.01,53.82,26,80,9
1/15/17 11:00,"42,540","53,785","75,475","171,800",12.84,16.23,22.78,51.85,27,79,9.3
1/15/17 12:00,"42,760","51,613","77,851","172,224",12.9,15.58,23.49,51.98,27,82,9.5
1/15/17 13:00,"42,475","51,290","78,169","171,934",12.82,15.48,23.59,51.89,27,83,9.5
1/15/17 14:00,"41,843","52,145","77,833","171,822",12.63,15.74,23.49,51.85,27,82,9.5
1/15/17 15:00,"42,266","52,460","77,146","171,872",12.76,15.83,23.28,51.87,28,80,9.7
1/15/17 16:00,"41,309","52,235","79,045","172,589",12.47,15.76,23.86,52.09,28,70,9.3
1/15/17 17:00,"41,953","51,156","79,362","172,471",12.66,15.44,23.95,52.05,27,69,9
1/15/17 18:00,"41,420","51,628","77,352","170,400",12.5,15.58,23.34,51.43,27,71,9
1/15/17 19:00,"41,263","53,077","78,992","173,332",12.45,16.02,23.84,52.31,27,71,9
1/15/17 20:00,"42,753","54,493","81,206","178,452",12.9,16.45,24.51,53.86,24,82,8.4
1/15/17 21:00,"45,227","56,672","84,063","185,962",13.65,17.1,25.37,56.12,20,86,7.2
1/15/17 22:00,"45,809","55,505","83,989","185,303",13.82,16.75,25.35,55.92,18,89,6.7
1/15/17 23:00,"47,655","56,981","85,422","190,059",14.38,17.2,25.78,57.36,17,89,6.3
1/16/17 0:00,"47,284","57,888","86,165","191,338",14.27,17.47,26,57.74,16,91,6.1
1/16/17 1:00,"49,107","57,240","85,189","191,536",14.82,17.27,25.71,57.8,15,91,5.8
1/16/17 2:00,"49,102","56,193","85,817","191,112",14.82,16.96,25.9,57.68,14,91,5.4
1/16/17 3:00,"51,353","55,783","88,737","195,874",15.5,16.83,26.78,59.11,14,91,5.4
1/16/17 4:00,"49,849","57,310","87,637","194,796",15.04,17.3,26.45,58.79,15,90,5.7
1/16/17 5:00,"49,473","60,064","88,879","198,416",14.93,18.13,26.82,59.88,19,87,6.9
1/16/17 6:00,"52,219","62,108","90,824","205,151",15.76,18.74,27.41,61.91,20,87,7.3
1/16/17 7:00,"52,405","65,306","95,364","213,075",15.82,19.71,28.78,64.3,19,88,7
1/16/17 8:00,"52,044","66,874","94,938","213,856",15.71,20.18,28.65,64.54,18,89,6.7
1/16/17 9:00,"48,622","60,124","87,591","196,337",14.67,18.14,26.43,59.25,21,84,7.5
1/16/17 10:00,"43,219","53,710","75,327","172,256",13.04,16.21,22.73,51.99,26,76,8.9
1/16/17 11:00,"39,914","49,073","67,495","156,482",12.05,14.81,20.37,47.22,32,56,10.1
1/16/17 12:00,"34,557","43,042","59,461","137,060",10.43,12.99,17.94,41.36,36,53,11.3
1/16/17 13:00,"33,276","40,724","58,156","132,155",10.04,12.29,17.55,39.88,38,41,11.3
1/16/17 14:00,"31,925","38,739","55,862","126,526",9.63,11.69,16.86,38.18,40,39,11.8
1/16/17 15:00,"31,650","40,866","56,309","128,825",9.55,12.33,16.99,38.88,41,48,12.7
1/16/17 16:00,"32,423","43,270","62,203","137,896",9.78,13.06,18.77,41.62,38,54,12
1/16/17 17:00,"34,101","44,980","62,979","142,060",10.29,13.57,19.01,42.87,37,59,11.9
1/16/17 18:00,"35,047","44,875","67,997","147,919",10.58,13.54,20.52,44.64,35,63,11.4
1/16/17 19:00,"33,862","43,802","64,717","142,381",10.22,13.22,19.53,42.97,33,63,10.7
1/16/17 20:00,"32,234","43,029","62,761","138,023",9.73,12.99,18.94,41.65,34,66,11.2
1/16/17 21:00,"31,916","43,245","57,939","133,100",9.63,13.05,17.49,40.17,34,70,11.4
1/16/17 22:00,"32,048","42,805","60,041","134,894",9.67,12.92,18.12,40.71,33,71,11.1
1/16/17 23:00,"32,175","42,365","57,791","132,331",9.71,12.79,17.44,39.94,33,72,11.1
1/17/17 0:00,"31,023","40,848","55,223","127,095",9.36,12.33,16.67,38.36,34,74,11.6
1/17/17 1:00,"31,598","40,744","55,971","128,313",9.54,12.3,16.89,38.72,34,74,11.6
1/17/17 2:00,"32,312","41,817","57,457","131,586",9.75,12.62,17.34,39.71,33,77,11.4
1/17/17 3:00,"32,575","40,306","57,165","130,047",9.83,12.16,17.25,39.25,33,77,11.4
1/17/17 4:00,"33,772","40,859","58,573","133,204",10.19,12.33,17.68,40.2,34,77,11.7
1/17/17 5:00,"36,965","42,276","63,690","142,931",11.16,12.76,19.22,43.14,33,78,11.4
1/17/17 6:00,"39,093","48,038","65,697","152,828",11.8,14.5,19.83,46.12,34,78,11.8
1/17/17 7:00,"39,188","48,062","68,355","155,606",11.83,14.5,20.63,46.96,33,78,11.4
1/17/17 8:00,"39,670","50,570","71,170","161,410",11.97,15.26,21.48,48.71,34,77,11.7
1/17/17 9:00,"39,070","48,362","67,415","154,846",11.79,14.6,20.35,46.73,35,78,12.2
1/17/17 10:00,"39,316","48,973","67,624","155,913",11.87,14.78,20.41,47.05,34,89,12.3
1/17/17 11:00,"38,925","47,083","65,672","151,680",11.75,14.21,19.82,45.78,34,87,12.2
1/17/17 12:00,"37,848","46,851","63,431","148,130",11.42,14.14,19.14,44.7,35,92,12.8
1/17/17 13:00,"38,337","48,951","66,116","153,403",11.57,14.77,19.95,46.3,35,93,12.9
1/17/17 14:00,"37,144","46,690","62,951","146,786",11.21,14.09,19,44.3,35,95,13
1/17/17 15:00,"34,414","44,427","60,764","139,606",10.39,13.41,18.34,42.13,36,93,13.3
1/17/17 16:00,"34,411","45,911","60,380","140,702",10.38,13.86,18.22,42.46,37,95,13.8
1/17/17 17:00,"33,879","46,459","61,970","142,308",10.22,14.02,18.7,42.95,37,94,13.8
1/17/17 18:00,"34,033","45,490","60,592","140,115",10.27,13.73,18.29,42.29,37,95,13.8
1/17/17 19:00,"31,719","42,184","58,225","132,129",9.57,12.73,17.57,39.88,37,95,13.8
1/17/17 20:00,"29,916","40,716","56,848","127,479",9.03,12.29,17.16,38.47,37,96,13.9
1/17/17 21:00,"30,611","40,730","55,829","127,170",9.24,12.29,16.85,38.38,37,95,13.8
1/17/17 22:00,"29,382","39,675","53,507","122,565",8.87,11.97,16.15,36.99,37,94,13.8
1/17/17 23:00,"30,287","40,771","54,992","126,049",9.14,12.3,16.6,38.04,37,96,13.9
1/18/17 0:00,"29,270","40,779","51,746","121,794",8.83,12.31,15.62,36.76,37,96,13.9
1/18/17 1:00,"29,390","39,597","51,194","120,180",8.87,11.95,15.45,36.27,37,96,13.9
1/18/17 2:00,"30,210","39,025","54,746","123,980",9.12,11.78,16.52,37.42,37,96,13.9
1/18/17 3:00,"30,505","38,407","51,542","120,454",9.21,11.59,15.55,36.35,37,98,14
1/18/17 4:00,"31,788","37,746","54,047","123,581",9.59,11.39,16.31,37.3,36,98,13.6
1/18/17 5:00,"33,676","42,296","56,496","132,468",10.16,12.76,17.05,39.98,36,98,13.6
1/18/17 6:00,"35,936","44,107","61,273","141,316",10.85,13.31,18.49,42.65,36,98,13.6
1/18/17 7:00,"36,182","46,738","62,464","145,384",10.92,14.11,18.85,43.88,36,99,13.6
1/18/17 8:00,"35,364","45,644","65,389","146,397",10.67,13.77,19.73,44.18,36,99,13.6
1/18/17 9:00,"35,380","44,594","60,496","140,471",10.68,13.46,18.26,42.39,37,99,14
1/18/17 10:00,"33,593","42,656","58,665","134,914",10.14,12.87,17.7,40.72,38,99,14.5
1/18/17 11:00,"36,499","44,157","59,189","139,845",11.01,13.33,17.86,42.2,38,98,14.4
1/18/17 12:00,"35,257","44,768","61,907","141,933",10.64,13.51,18.68,42.83,37,98,14
1/18/17 13:00,"35,360","45,082","61,258","141,701",10.67,13.61,18.49,42.76,37,98,14
1/18/17 14:00,"34,165","43,929","61,815","139,909",10.31,13.26,18.66,42.22,37,97,13.9
1/18/17 15:00,"35,998","44,124","63,211","143,333",10.86,13.32,19.08,43.26,36,98,13.6
1/18/17 16:00,"33,465","44,889","61,206","139,560",10.1,13.55,18.47,42.12,36,98,13.6
1/18/17 17:00,"34,925","43,169","60,338","138,431",10.54,13.03,18.21,41.78,36,98,13.6
1/18/17 18:00,"33,483","41,975","61,636","137,094",10.1,12.67,18.6,41.37,36,97,13.5
1/18/17 19:00,"32,315","41,912","58,428","132,654",9.75,12.65,17.63,40.03,36,97,13.5
1/18/17 20:00,"31,499","40,624","61,237","133,360",9.51,12.26,18.48,40.25,35,98,13.2
1/18/17 21:00,"31,414","41,142","57,094","129,651",9.48,12.42,17.23,39.13,35,99,13.2
1/18/17 22:00,"31,828","41,413","56,002","129,243",9.61,12.5,16.9,39,34,99,12.8
1/18/17 23:00,"31,759","39,986","56,281","128,026",9.58,12.07,16.98,38.64,35,99,13.2
1/19/17 0:00,"30,642","39,622","52,866","123,130",9.25,11.96,15.95,37.16,35,99,13.2
1/19/17 1:00,"30,337","37,821","53,511","121,669",9.16,11.41,16.15,36.72,35,99,13.2
1/19/17 2:00,"30,320","37,019","53,630","120,969",9.15,11.17,16.19,36.51,34,99,12.8
1/19/17 3:00,"30,694","37,328","54,122","122,144",9.26,11.27,16.33,36.86,34,98,12.7
1/19/17 4:00,"31,370","37,516","52,973","121,860",9.47,11.32,15.99,36.78,34,98,12.7
1/19/17 5:00,"33,870","39,665","59,498","133,034",10.22,11.97,17.96,40.15,34,98,12.7
1/19/17 6:00,"37,087","41,354","61,953","140,394",11.19,12.48,18.7,42.37,34,98,12.7
1/19/17 7:00,"35,790","46,561","65,375","147,726",10.8,14.05,19.73,44.58,34,98,12.7
1/19/17 8:00,"37,269","47,490","63,658","148,417",11.25,14.33,19.21,44.79,34,98,12.7
1/19/17 9:00,"38,567","46,527","65,707","150,800",11.64,14.04,19.83,45.51,35,94,12.9
1/19/17 10:00,"38,236","45,190","62,350","145,776",11.54,13.64,18.82,43.99,35,93,12.9
1/19/17 11:00,"39,036","45,237","64,802","149,075",11.78,13.65,19.56,44.99,35,96,13
1/19/17 12:00,"36,797","43,597","66,069","146,463",11.11,13.16,19.94,44.2,35,96,13
1/19/17 13:00,"38,164","44,986","64,003","147,153",11.52,13.58,19.32,44.41,35,95,13
1/19/17 14:00,"37,347","44,067","62,516","143,930",11.27,13.3,18.87,43.44,35,96,13
1/19/17 15:00,"36,649","44,314","62,879","143,842",11.06,13.37,18.98,43.41,35,95,13
1/19/17 16:00,"34,697","43,262","61,381","139,340",10.47,13.06,18.52,42.05,35,93,12.9
1/19/17 17:00,"36,029","43,900","61,612","141,541",10.87,13.25,18.59,42.72,36,94,13.4
1/19/17 18:00,"35,114","42,450","63,227","140,792",10.6,12.81,19.08,42.49,35,96,13
1/19/17 19:00,"32,822","42,694","63,162","138,679",9.91,12.88,19.06,41.85,34,96,12.6
1/19/17 20:00,"33,586","41,920","60,798","136,304",10.14,12.65,18.35,41.14,34,97,12.7
1/19/17 21:00,"30,954","41,251","58,790","130,996",9.34,12.45,17.74,39.53,34,97,12.7
1/19/17 22:00,"33,138","40,857","56,759","130,754",10,12.33,17.13,39.46,34,97,12.7
1/19/17 23:00,"32,837","41,699","58,599","133,135",9.91,12.58,17.68,40.18,33,98,12.3
1/20/17 0:00,"32,451","40,446","57,180","130,077",9.79,12.21,17.26,39.26,33,98,12.3
1/20/17 1:00,"32,073","40,326","55,685","128,084",9.68,12.17,16.81,38.65,33,98,12.3
1/20/17 2:00,"32,206","39,009","54,961","126,177",9.72,11.77,16.59,38.08,33,98,12.3
1/20/17 3:00,"32,674","37,670","55,923","126,267",9.86,11.37,16.88,38.11,33,96,12.3
1/20/17 4:00,"33,598","39,305","59,605","132,508",10.14,11.86,17.99,39.99,33,95,12.2
1/20/17 5:00,"36,670","42,279","61,158","140,107",11.07,12.76,18.46,42.28,33,92,12.1
1/20/17 6:00,"39,262","45,949","65,502","150,713",11.85,13.87,19.77,45.48,33,92,12.1
1/20/17 7:00,"38,163","46,866","66,722","151,751",11.52,14.14,20.14,45.8,33,92,12.1
1/20/17 8:00,"40,114","47,682","68,150","155,946",12.11,14.39,20.57,47.06,34,91,12.4
1/20/17 9:00,"39,222","47,006","67,495","153,724",11.84,14.19,20.37,46.39,34,90,12.4
1/20/17 10:00,"37,391","43,406","63,202","143,999",11.28,13.1,19.07,43.46,36,88,13
1/20/17 11:00,"34,281","41,675","61,209","137,165",10.35,12.58,18.47,41.4,37,88,13.4
1/20/17 12:00,"33,389","41,078","56,839","131,306",10.08,12.4,17.15,39.63,38,87,13.8
1/20/17 13:00,"33,202","40,272","56,448","129,922",10.02,12.15,17.04,39.21,38,86,13.7
1/20/17 14:00,"31,663","39,999","57,404","129,066",9.56,12.07,17.32,38.95,39,86,14.1
1/20/17 15:00,"31,036","40,668","57,743","129,446",9.37,12.27,17.43,39.07,39,87,14.2
1/20/17 16:00,"31,495","38,860","57,271","127,626",9.5,11.73,17.28,38.52,39,88,14.3
1/20/17 17:00,"30,894","38,723","55,354","124,970",9.32,11.69,16.71,37.71,39,89,14.3
1/20/17 18:00,"30,709","37,690","55,922","124,321",9.27,11.37,16.88,37.52,39,92,14.5
1/20/17 19:00,"28,786","36,548","54,592","119,926",8.69,11.03,16.48,36.19,38,92,14.1
1/20/17 20:00,"28,664","35,388","52,725","116,777",8.65,10.68,15.91,35.24,39,93,14.5
1/20/17 21:00,"27,486","37,217","52,801","117,504",8.3,11.23,15.93,35.46,39,93,14.5
1/20/17 22:00,"27,167","35,278","50,039","112,484",8.2,10.65,15.1,33.95,39,94,14.6
1/20/17 23:00,"27,194","35,191","48,739","111,124",8.21,10.62,14.71,33.54,39,94,14.6
1/21/17 0:00,"26,003","34,158","48,739","108,900",7.85,10.31,14.71,32.86,39,96,14.7
1/21/17 1:00,"26,052","32,961","46,380","105,393",7.86,9.95,14,31.81,39,98,14.8
1/21/17 2:00,"27,650","31,800","47,792","107,242",8.34,9.6,14.42,32.36,39,98,14.8
1/21/17 3:00,"25,692","33,891","46,456","106,039",7.75,10.23,14.02,32,39,97,14.8
1/21/17 4:00,"28,057","33,344","47,733","109,133",8.47,10.06,14.41,32.94,39,97,14.8
1/21/17 5:00,"28,619","33,514","49,944","112,077",8.64,10.11,15.07,33.82,39,97,14.8
1/21/17 6:00,"28,641","33,931","51,247","113,819",8.64,10.24,15.47,34.35,40,96,15.2
1/21/17 7:00,"28,594","36,429","55,736","120,759",8.63,10.99,16.82,36.44,39,97,14.8
1/21/17 8:00,"28,084","37,451","54,163","119,698",8.48,11.3,16.35,36.12,39,97,14.8
1/21/17 9:00,"26,888","34,081","50,944","111,913",8.11,10.29,15.37,33.77,40,97,15.2
1/21/17 10:00,"24,035","28,693","42,011","94,740",7.25,8.66,12.68,28.59,43,94,16.4
1/21/17 11:00,"23,205","27,384","41,006","91,595",7,8.26,12.38,27.64,45,93,17.2
1/21/17 12:00,"21,293","23,587","36,994","81,874",6.43,7.12,11.16,24.71,49,84,18.4
1/21/17 13:00,"19,725","22,668","35,077","77,470",5.95,6.84,10.59,23.38,51,84,19.4
1/21/17 14:00,"17,485","21,614","32,737","71,837",5.28,6.52,9.88,21.68,53,81,20.1
1/21/17 15:00,"18,643","23,144","33,491","75,278",5.63,6.98,10.11,22.72,54,82,20.7
1/21/17 16:00,"18,979","22,803","34,877","76,659",5.73,6.88,10.53,23.13,53,84,20.4
1/21/17 17:00,"19,601","24,514","37,755","81,869",5.92,7.4,11.39,24.71,51,86,19.6
1/21/17 18:00,"22,441","27,466","43,116","93,023",6.77,8.29,13.01,28.07,49,92,19.1
1/21/17 19:00,"22,260","26,745","41,997","91,002",6.72,8.07,12.67,27.46,47,94,18.3
1/21/17 20:00,"21,231","27,824","42,078","91,134",6.41,8.4,12.7,27.5,47,93,18.2
1/21/17 21:00,"21,490","26,969","39,366","87,825",6.49,8.14,11.88,26.5,47,93,18.2
1/21/17 22:00,"21,798","27,389","38,962","88,149",6.58,8.27,11.76,26.6,47,94,18.3
1/21/17 23:00,"21,982","27,425","39,990","89,398",6.63,8.28,12.07,26.98,47,94,18.3
1/22/17 0:00,"21,367","26,752","37,884","86,003",6.45,8.07,11.43,25.95,47,93,18.2
1/22/17 1:00,"22,137","26,372","38,793","87,302",6.68,7.96,11.71,26.35,47,93,18.2
1/22/17 2:00,"21,938","26,646","39,463","88,047",6.62,8.04,11.91,26.57,46,94,17.8
1/22/17 3:00,"23,549","27,482","41,599","92,630",7.11,8.29,12.55,27.95,45,95,17.4
1/22/17 4:00,"25,436","30,358","44,270","100,064",7.68,9.16,13.36,30.2,43,96,16.5
1/22/17 5:00,"28,450","32,487","48,951","109,888",8.59,9.8,14.77,33.16,41,97,15.7
1/22/17 6:00,"31,262","36,156","53,731","121,149",9.43,10.91,16.22,36.56,38,98,14.4
1/22/17 7:00,"31,356","39,239","61,544","132,139",9.46,11.84,18.57,39.88,36,100,13.7
1/22/17 8:00,"31,282","40,114","56,888","128,284",9.44,12.11,17.17,38.71,36,100,13.7
1/22/17 9:00,"30,296","34,863","54,593","119,753",9.14,10.52,16.48,36.14,37,100,14.1
1/22/17 10:00,"25,514","31,179","44,873","101,566",7.7,9.41,13.54,30.65,39,100,15
1/22/17 11:00,"24,415","28,598","42,381","95,394",7.37,8.63,12.79,28.79,42,100,16.3
1/22/17 12:00,"22,752","25,691","37,477","85,919",6.87,7.75,11.31,25.93,45,94,17.3
1/22/17 13:00,"19,396","22,816","34,436","76,649",5.85,6.89,10.39,23.13,50,82,18.7
1/22/17 14:00,"18,571","23,026","34,355","75,953",5.6,6.95,10.37,22.92,55,76,20.6
1/22/17 15:00,"18,650","23,851","34,251","76,752",5.63,7.2,10.34,23.16,56,77,21.3
1/22/17 16:00,"20,719","23,917","38,553","83,188",6.25,7.22,11.63,25.11,53,84,20.4
1/22/17 17:00,"22,460","28,231","43,805","94,496",6.78,8.52,13.22,28.52,50,88,19.2
1/22/17 18:00,"24,620","29,123","43,483","97,226",7.43,8.79,13.12,29.34,47,90,17.9
1/22/17 19:00,"23,652","28,933","45,239","97,824",7.14,8.73,13.65,29.52,46,92,17.6
