,sink_m1,sink_m4,sink_m7,sink_m8,sink_m10,sink_m11,sink_m13,sink_m14,sink_m16,sink_m17,sink_m20,sink_m21,sink_m23,sink_m24,sink_m26,sink_m27,sink_m29,sink_m30,sink_m31,sink_m32
2019-01-02 18:00:00,-0.3807641021730055,-0.45955268249027714,-0.30020550047226346,-0.2722035538523047,-0.3965807379158501,-0.2717291434237967,-0.3503716817508407,-0.3695356371612947,-0.2670472258446794,-0.23244290580848093,-0.5087349291483385,-0.27119046554846826,-0.24785704948723125,-0.5116899407664575,-0.4610274090225039,-0.2653082589784205,-0.5052977192393049,-0.3957145812140673,-0.25305062965639175,-0.376235896228634
2019-01-02 19:00:00,-0.378411046967654,-0.4443611072186352,-0.3029259942299291,-0.33252444935362935,-0.310019464861214,-0.26804479635128226,-0.4295687879900471,-0.34433625624616165,-0.2231796941843502,-0.23518277344696542,-0.4073194632884275,-0.29353158393939516,-0.20378007664638192,-0.38235904129454595,-0.5450238675162054,-0.2003602517619181,-0.5133950769849567,-0.4303786708903041,-0.21795374473194595,-0.318382970145218
2019-01-02 20:00:00,-0.36865636271260527,-0.436669932956852,-0.3004519220082839,-0.30184380012928586,-0.3864490809348864,-0.23819205533803825,-0.45070522154475956,-0.42090076322976094,-0.2837851767508283,-0.2535616304152479,-0.607880436848295,-0.283130955946868,-0.23770741000901194,-0.4352692006649141,-0.425147016769417,-0.27664294886291635,-0.5159974943567729,-0.4408439744098143,-0.3246102980175393,-0.3973120831255123
2019-01-02 21:00:00,-0.3613210169081293,-0.4341195957995504,-0.29023035669415603,-0.2596286284453996,-0.2793333969807104,-0.26870488245924556,-0.3874978303634865,-0.27554202539939193,-0.2562195340007519,-0.26049259707388317,-0.3296263047594723,-0.284984296635917,-0.2768976221949907,-0.32342766869867157,-0.3599707541701374,-0.22251771314915741,-0.3458110114954517,-0.29538299757943515,-0.19303804724839188,-0.2446258263996051
2019-01-02 22:00:00,-0.3601279184941482,-0.4286072528886903,-0.27712073097786843,-0.31469953725886596,-0.29287901196686295,-0.2561701348793919,-0.35984445758503697,-0.285856878018632,-0.25447657954828506,-0.2603999581313981,-0.30277851212491436,-0.2893881814540311,-0.24988863181174398,-0.3051993964999385,-0.5167156095579233,-0.23146464784856866,-0.36274560335195205,-0.45724964556033115,-0.26663046245295363,-0.21485394721297077
2019-01-02 23:00:00,-0.3563497735165415,-0.43764388061141196,-0.2810240481084323,-0.22681366666658392,-0.3220922248785582,-0.23269421533366927,-0.24177165021051655,-0.37690434387792665,-0.23112060721943525,-0.18546657426964203,-0.4576641699897371,-0.23680613993696537,-0.17424794648960962,-0.40848926405588337,-0.32011546311595385,-0.14352682156365124,-0.49914271885435507,-0.319587605811216,-0.14139859350716755,-0.35408205260784686
2019-01-03 00:00:00,-0.3646572735842614,-0.4458772525365585,-0.2891313166435048,-0.2929059528788493,-0.3508510232504741,-0.2048171451099631,-0.3845720305837423,-0.35696594466139664,-0.17028340859194616,-0.24346238029171594,-0.4806857395538198,-0.17058366966757307,-0.24675476487032444,-0.45930556555146823,-0.30250890192773267,-0.26987481813739134,-0.6171563318480499,-0.2774287194378836,-0.3169993767591882,-0.4302866263237563
2019-01-03 01:00:00,-0.3597523134378949,-0.4255749622528437,-0.2786929003776789,-0.2741373111317033,-0.28846187538947377,-0.22509259966663497,-0.28737693124405156,-0.3261990484802394,-0.2596023820470005,-0.17409590677290782,-0.3662754154042288,-0.24367432153206622,-0.19980173780534433,-0.3211511614399749,-0.34281067687604583,-0.2336020256643928,-0.379168107319118,-0.25144638058517893,-0.1848618036886447,-0.2029360167088521
2019-01-03 02:00:00,-0.3552560999703923,-0.40812423005052095,-0.2667315990192466,-0.25599286453967013,-0.3731613422354619,-0.22034295691200992,-0.33283484057562085,-0.36294046571161154,-0.23469587964430957,-0.2173691379260447,-0.4134964849558437,-0.22346308549808933,-0.228741173345479,-0.32238004374268897,-0.3068820188215924,-0.23926537607844456,-0.4128922511369686,-0.2729137265174281,-0.24902392459500733,-0.24980686543600825
2019-01-03 03:00:00,-0.36671205418611774,-0.40314404410555454,-0.28174359899361195,-0.2931771020840127,-0.3788568734457304,-0.1909716745258442,-0.3170020629879032,-0.3187544228017455,-0.20753858205623252,-0.2107118945866338,-0.4412925148436896,-0.27091828098474685,-0.17872564585283784,-0.4147807898327216,-0.48631845667398593,-0.15128071839110477,-0.4689000934547313,-0.37727603601911347,-0.17738932931012846,-0.29241424314488984
